CustomerID,Gender,Location,Tenure,TransactionID,Date,SKU,Description,Category,Quantity,Price,Delivery,CouponStatus,DiscountPCT,TotalPrice,OfflineSpend,OnlineSpend
17850.0,M,Chicago,New Customer (< 1 year),16727.0,2019-01-01,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,2424.5
17850.0,M,Chicago,New Customer (< 1 year),16731.0,2019-01-01,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,2.0,122.77,6.5,Clicked,10.0,276.59,4500.0,2424.5
13047.0,M,California,Loyal Customer (3+ years),16684.0,2019-01-01,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,2.0,122.77,6.5,Clicked,10.0,276.59,4500.0,2424.5
13047.0,M,California,Loyal Customer (3+ years),16684.0,2019-01-01,GGOENEBQ079199,Nest Wired Alarm,Nest-USA,1.0,81.5,6.5,Used,10.0,87.19,4500.0,2424.5
13047.0,M,California,Loyal Customer (3+ years),16688.0,2019-01-01,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,2424.5
13047.0,M,California,Loyal Customer (3+ years),16689.0,2019-01-01,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,2424.5
12583.0,M,Chicago,Established Customer (2-3 years),16694.0,2019-01-01,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Not Used,10.0,141.55,4500.0,2424.5
15100.0,M,California,Loyal Customer (3+ years),16712.0,2019-01-01,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,2424.5
14688.0,F,New York,Loyal Customer (3+ years),16732.0,2019-01-01,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,2424.5
14688.0,F,New York,Loyal Customer (3+ years),16733.0,2019-01-01,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,2424.5
14688.0,F,New York,Loyal Customer (3+ years),16736.0,2019-01-01,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,2424.5
17850.0,M,Chicago,New Customer (< 1 year),16879.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
17850.0,M,Chicago,New Customer (< 1 year),16880.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,2.0,122.77,6.5,Not Used,10.0,276.59,4500.0,1576.38
17850.0,M,Chicago,New Customer (< 1 year),16881.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
17850.0,M,Chicago,New Customer (< 1 year),16882.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
17850.0,M,Chicago,New Customer (< 1 year),16883.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
17850.0,M,Chicago,New Customer (< 1 year),16886.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
12431.0,F,New Jersey,Experienced (1-2 years),16819.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
12431.0,F,New Jersey,Experienced (1-2 years),16819.0,2019-01-03,GGOENEBQ079199,Nest Wired Alarm,Nest-USA,1.0,81.5,6.5,Clicked,10.0,96.15,4500.0,1576.38
12431.0,F,New Jersey,Experienced (1-2 years),16822.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,3.0,102.13,6.5,Clicked,10.0,343.53,4500.0,1576.38
12431.0,F,New Jersey,Experienced (1-2 years),16823.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,4.0,153.71,6.5,Clicked,10.0,682.82,4500.0,1576.38
12431.0,F,New Jersey,Experienced (1-2 years),16825.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
17511.0,F,Chicago,Established Customer (2-3 years),16826.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
17511.0,F,Chicago,Established Customer (2-3 years),16830.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
17511.0,F,Chicago,Established Customer (2-3 years),16833.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Not Used,10.0,175.58,4500.0,1576.38
17511.0,F,Chicago,Established Customer (2-3 years),16835.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
17511.0,F,Chicago,Established Customer (2-3 years),16836.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,2.0,153.71,6.5,Used,10.0,310.85,4500.0,1576.38
17511.0,F,Chicago,Established Customer (2-3 years),16836.0,2019-01-03,GGOENEBQ079199,Nest Wired Alarm,Nest-USA,2.0,81.5,6.5,Clicked,10.0,185.8,4500.0,1576.38
17511.0,F,Chicago,Established Customer (2-3 years),16837.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,1576.38
17511.0,F,Chicago,Established Customer (2-3 years),16842.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,2.0,153.71,6.5,Clicked,10.0,344.66,4500.0,1576.38
17548.0,M,Chicago,Loyal Customer (3+ years),16844.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
17548.0,M,Chicago,Loyal Customer (3+ years),16846.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,2.0,153.71,6.5,Used,10.0,310.85,4500.0,1576.38
17548.0,M,Chicago,Loyal Customer (3+ years),16847.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Not Used,10.0,141.55,4500.0,1576.38
13705.0,F,Chicago,Loyal Customer (3+ years),16849.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
13705.0,F,Chicago,Loyal Customer (3+ years),16851.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,2.0,153.71,6.5,Used,10.0,310.85,4500.0,1576.38
13705.0,F,Chicago,Loyal Customer (3+ years),16853.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,1576.38
13705.0,F,Chicago,Loyal Customer (3+ years),16854.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,4.0,153.71,6.5,Clicked,10.0,682.82,4500.0,1576.38
13705.0,F,Chicago,Loyal Customer (3+ years),16856.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,1.0,81.5,6.5,Not Used,10.0,96.15,4500.0,1576.38
13747.0,F,Chicago,Experienced (1-2 years),16857.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
13408.0,M,Chicago,Established Customer (2-3 years),16859.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
13408.0,M,Chicago,Established Customer (2-3 years),16861.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,1576.38
13408.0,M,Chicago,Established Customer (2-3 years),16863.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
13408.0,M,Chicago,Established Customer (2-3 years),16865.0,2019-01-03,GGOENEBQ079199,Nest Wired Alarm,Nest-USA,1.0,81.5,35.96,Used,10.0,116.65,4500.0,1576.38
13767.0,F,Chicago,Established Customer (2-3 years),16869.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
13767.0,F,Chicago,Established Customer (2-3 years),16869.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,2.0,81.5,6.5,Used,10.0,167.87,4500.0,1576.38
13767.0,F,Chicago,Established Customer (2-3 years),16870.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
13767.0,F,Chicago,Established Customer (2-3 years),16871.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
13767.0,F,Chicago,Established Customer (2-3 years),16872.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Not Used,10.0,175.58,4500.0,1576.38
13767.0,F,Chicago,Established Customer (2-3 years),16874.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,2.0,122.77,6.5,Clicked,10.0,276.59,4500.0,1576.38
13767.0,F,Chicago,Established Customer (2-3 years),16875.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
13767.0,F,Chicago,Established Customer (2-3 years),16876.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
17924.0,M,New Jersey,Established Customer (2-3 years),16888.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,28.78,Clicked,10.0,197.86,4500.0,1576.38
13448.0,F,California,Loyal Customer (3+ years),16890.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
13448.0,F,California,Loyal Customer (3+ years),16896.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,2.0,122.77,6.5,Clicked,10.0,276.59,4500.0,1576.38
13448.0,F,California,Loyal Customer (3+ years),16897.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16907.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16910.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Not Used,10.0,141.55,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16912.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,5.0,81.5,6.5,Used,10.0,409.92,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16914.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16915.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Not Used,10.0,141.55,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16916.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,2.0,81.5,6.5,Clicked,10.0,185.8,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16917.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16918.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16918.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16919.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16920.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,2.0,81.5,6.5,Used,10.0,167.87,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16920.0,2019-01-03,GGOENEBQ079199,Nest Wired Alarm,Nest-USA,1.0,81.5,6.5,Used,10.0,87.19,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16923.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16924.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16925.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16926.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,2.0,122.77,6.5,Clicked,10.0,276.59,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16926.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,2.0,122.77,6.5,Clicked,10.0,276.59,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16928.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,2.0,153.71,6.5,Clicked,10.0,344.66,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16929.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,2.0,122.77,6.5,Clicked,10.0,276.59,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16930.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16931.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16932.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16934.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16935.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16938.0,2019-01-03,GGOENEBQ079199,Nest Wired Alarm,Nest-USA,1.0,81.5,6.5,Not Used,10.0,96.15,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16939.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,2.0,122.77,6.5,Clicked,10.0,276.59,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16939.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,1.0,81.5,6.5,Used,10.0,87.19,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16942.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16943.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16946.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Not Used,10.0,141.55,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16947.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16948.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16949.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,2.0,81.5,6.5,Used,10.0,167.87,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16949.0,2019-01-03,GGOENEBQ079199,Nest Wired Alarm,Nest-USA,1.0,81.5,6.5,Used,10.0,87.19,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16950.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
15862.0,F,California,Experienced (1-2 years),16951.0,2019-01-03,GGOENEBQ079199,Nest Wired Alarm,Nest-USA,1.0,81.5,6.5,Used,10.0,87.19,4500.0,1576.38
15513.0,F,Chicago,Experienced (1-2 years),16952.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,1576.38
15513.0,F,Chicago,Experienced (1-2 years),16953.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,4.0,153.71,6.5,Clicked,10.0,682.82,4500.0,1576.38
15513.0,F,Chicago,Experienced (1-2 years),16955.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,5.0,81.5,6.5,Not Used,10.0,454.75,4500.0,1576.38
12791.0,F,Washington DC,Established Customer (2-3 years),16957.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16958.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16959.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,2.0,122.77,6.5,Used,10.0,249.58,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16959.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16960.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16963.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,2.0,122.77,6.5,Used,10.0,249.58,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16964.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Not Used,10.0,141.55,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16964.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16964.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16966.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,3.0,81.5,6.5,Clicked,10.0,275.45,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16969.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16969.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16971.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,2.0,153.71,6.5,Not Used,10.0,344.66,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16971.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,3.0,81.5,6.5,Used,10.0,248.56,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16972.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,2.0,153.71,6.5,Clicked,10.0,344.66,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16975.0,2019-01-03,GGOENEBB079299,Nest Battery Alarm (Black),Nest-USA,1.0,81.5,6.5,Used,10.0,87.19,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16975.0,2019-01-03,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Used,10.0,158.67,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16976.0,2019-01-03,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Clicked,10.0,141.55,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16976.0,2019-01-03,GGOENEBQ078999,Nest Outdoor Camera,Nest-USA,1.0,122.77,6.5,Not Used,10.0,141.55,4500.0,1576.38
16218.0,M,Chicago,Loyal Customer (3+ years),16980.0,2019-01-03,GGOENEBQ079099,Nest Battery Alarm,Nest-USA,3.0,81.5,6.5,Used,10.0,248.56,4500.0,1576.38
17850.0,M,Chicago,New Customer (< 1 year),16984.0,2019-01-04,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,1.0,153.71,6.5,Clicked,10.0,175.58,4500.0,2928.55
17850.0,M,Chicago,New Customer (< 1 year),16984.0,2019-01-04,GGOENEBQ079199,Nest Wired Alarm,Nest-USA,2.0,81.5,6.5,Clicked,10.0,185.8,4500.0,2928.55
17850.0,M,Chicago,New Customer (< 1 year),16987.0,2019-01-04,GGOENEBJ079499,Nest Thermostat (Steel),Nest-USA,5.0,153.71,6.5,Not Used,10.0,851.91,4500.0,2928.55
16218.0,M,Chicago,Loyal Customer (3+ years),16982.0,2019-01-04,GGOENEBB078899,Nest Indoor Camera,Nest-USA,1.0,122.77,6.5,Used,10.0,128.04,4500.0,2928.55
